candidate_id,class_name,conf,verdict,split,max_iou_same_class
helmet-0197,helmet,0.6407,accept,test,0.1600
helmet-0198,helmet,0.6424,accept,train,0.0200
helmet-0199,helmet,0.6441,reject,val,0.1017
helmet-0200,helmet,0.6459,accept,test,0.1833
helmet-0201,helmet,0.6476,accept,train,0.0433
helmet-0202,helmet,0.6493,accept,val,0.1250
helmet-0203,helmet,0.6511,accept,test,0.2067
helmet-0204,helmet,0.6528,reject,train,0.0667
helmet-0205,helmet,0.6545,accept,val,0.1483
helmet-0206,helmet,0.6562,accept,test,0.2300
helmet-0207,helmet,0.6580,accept,train,0.0900
helmet-0208,helmet,0.6597,accept,val,0.1717
helmet-0209,helmet,0.6614,reject,test,0.0317
helmet-0210,helmet,0.6632,accept,train,0.1133
helmet-0211,helmet,0.6649,accept,val,0.1950
helmet-0212,helmet,0.6666,accept,test,0.0550
helmet-0213,helmet,0.6683,accept,train,0.1367
helmet-0214,helmet,0.6701,reject,val,0.2183
helmet-0215,helmet,0.6718,accept,test,0.0783
helmet-0216,helmet,0.6735,accept,train,0.1600
helmet-0217,helmet,0.6753,accept,val,0.0200
helmet-0218,helmet,0.6770,accept,test,0.1017
helmet-0219,helmet,0.6787,reject,train,0.1833
helmet-0220,helmet,0.6805,accept,val,0.0433
helmet-0221,helmet,0.6822,accept,test,0.1250
helmet-0222,helmet,0.6839,accept,train,0.2067
helmet-0223,helmet,0.6856,accept,val,0.0667
helmet-0224,helmet,0.6874,reject,test,0.1483
helmet-0225,helmet,0.6891,accept,train,0.2300
helmet-0226,helmet,0.6908,accept,val,0.0900
helmet-0227,helmet,0.6926,accept,test,0.1717
helmet-0228,helmet,0.6943,accept,train,0.0317
helmet-0229,helmet,0.6960,reject,val,0.1133
helmet-0230,helmet,0.6977,accept,test,0.1950
helmet-0231,helmet,0.6995,accept,train,0.0550
helmet-0232,helmet,0.7012,accept,val,0.1367
helmet-0233,helmet,0.7029,accept,test,0.2183
helmet-0234,helmet,0.7047,reject,train,0.0783
helmet-0235,helmet,0.7064,accept,val,0.1600
helmet-0236,helmet,0.7081,accept,test,0.0200
helmet-0237,helmet,0.7098,accept,train,0.1017
helmet-0238,helmet,0.7116,accept,val,0.1833
helmet-0239,helmet,0.7133,reject,test,0.0433
helmet-0240,helmet,0.7150,accept,train,0.1250
helmet-0241,helmet,0.7168,accept,val,0.2067
helmet-0242,helmet,0.7185,accept,test,0.0667
helmet-0243,helmet,0.7202,accept,train,0.1483
helmet-0244,helmet,0.7220,reject,val,0.2300
helmet-0245,helmet,0.7237,accept,test,0.0900
helmet-0246,helmet,0.7254,accept,train,0.1717
helmet-0247,helmet,0.7271,accept,val,0.0317
helmet-0248,helmet,0.7289,accept,test,0.1133
helmet-0249,helmet,0.7306,reject,train,0.1950
helmet-0250,helmet,0.7323,accept,val,0.0550
helmet-0251,helmet,0.7341,accept,test,0.1367
helmet-0252,helmet,0.7358,accept,train,0.2183
helmet-0253,helmet,0.7375,accept,val,0.0783
helmet-0254,helmet,0.7392,reject,test,0.1600
helmet-0255,helmet,0.7410,accept,train,0.0200
helmet-0256,helmet,0.7427,accept,val,0.1017
helmet-0257,helmet,0.7444,accept,test,0.1833
helmet-0258,helmet,0.7462,accept,train,0.0433
helmet-0259,helmet,0.7479,reject,val,0.1250
helmet-0260,helmet,0.7496,accept,test,0.2067
helmet-0261,helmet,0.7514,accept,train,0.0667
helmet-0262,helmet,0.7531,accept,val,0.1483
helmet-0263,helmet,0.7548,accept,test,0.2300
helmet-0264,helmet,0.7565,reject,train,0.0900
helmet-0265,helmet,0.7583,accept,val,0.1717
helmet-0266,helmet,0.7600,accept,test,0.0317
helmet-0267,helmet,0.7617,accept,train,0.1133
helmet-0268,helmet,0.7635,accept,val,0.1950
helmet-0269,helmet,0.7652,reject,test,0.0550
helmet-0270,helmet,0.7669,accept,train,0.1367
helmet-0271,helmet,0.7686,accept,val,0.2183
helmet-0272,helmet,0.7704,accept,test,0.0783
helmet-0273,helmet,0.7721,accept,train,0.1600
helmet-0274,helmet,0.7738,reject,val,0.0200
helmet-0275,helmet,0.7756,accept,test,0.1017
helmet-0276,helmet,0.7773,accept,train,0.1833
helmet-0277,helmet,0.7790,accept,val,0.0433
helmet-0278,helmet,0.7808,accept,test,0.1250
helmet-0279,helmet,0.7825,reject,train,0.2067
helmet-0280,helmet,0.7842,accept,val,0.0667
helmet-0281,helmet,0.7859,accept,test,0.1483
helmet-0282,helmet,0.7877,accept,train,0.2300
helmet-0283,helmet,0.7894,accept,val,0.0900
helmet-0284,helmet,0.7911,reject,test,0.1717
helmet-0285,helmet,0.7929,accept,train,0.0317
helmet-0286,helmet,0.7946,accept,val,0.1133
helmet-0287,helmet,0.7963,accept,test,0.1950
helmet-0288,helmet,0.7980,accept,train,0.0550
helmet-0289,helmet,0.7998,reject,val,0.1367
helmet-0290,helmet,0.8015,accept,test,0.2183
helmet-0291,helmet,0.8032,accept,train,0.0783
helmet-0292,helmet,0.8050,accept,val,0.1600
helmet-0293,helmet,0.8067,accept,test,0.0200
helmet-0294,helmet,0.8084,accept,train,0.1017
helmet-0295,helmet,0.8102,accept,val,0.1833
helmet-0296,helmet,0.8119,accept,test,0.0433
helmet-0297,helmet,0.8136,accept,train,0.1250
helmet-0298,helmet,0.8153,accept,val,0.2067
helmet-0299,helmet,0.8171,accept,test,0.0667
helmet-0300,helmet,0.8188,accept,train,0.1483
helmet-0301,helmet,0.8205,accept,val,0.2300
helmet-0302,helmet,0.8223,accept,test,0.0900
helmet-0303,helmet,0.8240,accept,train,0.1717
helmet-0304,helmet,0.8257,accept,val,0.0317
helmet-0305,helmet,0.8274,accept,test,0.1133
helmet-0306,helmet,0.8292,accept,train,0.1950
helmet-0307,helmet,0.8309,accept,val,0.0550
helmet-0308,helmet,0.8326,accept,test,0.1367
helmet-0309,helmet,0.8344,accept,train,0.2183
helmet-0310,helmet,0.8361,accept,val,0.0783
helmet-0311,helmet,0.8378,accept,test,0.1600
helmet-0312,helmet,0.8395,accept,train,0.0200
helmet-0313,helmet,0.8413,accept,val,0.1017
helmet-0314,helmet,0.8430,accept,test,0.1833
helmet-0315,helmet,0.8447,accept,train,0.0433
helmet-0316,helmet,0.8465,accept,val,0.1250
helmet-0317,helmet,0.8482,accept,test,0.2067
helmet-0318,helmet,0.8499,accept,train,0.0667
helmet-0319,helmet,0.8517,accept,val,0.1483
helmet-0320,helmet,0.8534,accept,test,0.2300
helmet-0321,helmet,0.8551,accept,train,0.0900
helmet-0322,helmet,0.8568,accept,val,0.1717
helmet-0323,helmet,0.8586,accept,test,0.0317
helmet-0324,helmet,0.8603,accept,train,0.1133
helmet-0325,helmet,0.8620,accept,val,0.1950
helmet-0326,helmet,0.8638,accept,test,0.0550
helmet-0327,helmet,0.8655,accept,train,0.1367
helmet-0328,helmet,0.8672,accept,val,0.2183
helmet-0329,helmet,0.8689,accept,test,0.0783
helmet-0330,helmet,0.8707,accept,train,0.1600
helmet-0331,helmet,0.8724,accept,val,0.0200
helmet-0332,helmet,0.8741,accept,test,0.1017
helmet-0333,helmet,0.8759,accept,train,0.1833
helmet-0334,helmet,0.8776,accept,val,0.0433
helmet-0335,helmet,0.8793,accept,test,0.1250
helmet-0336,helmet,0.8811,accept,train,0.2067
helmet-0337,helmet,0.8828,accept,val,0.0667
helmet-0338,helmet,0.8845,accept,test,0.1483
helmet-0339,helmet,0.8862,accept,train,0.2300
helmet-0340,helmet,0.8880,accept,val,0.0900
helmet-0341,helmet,0.8897,accept,test,0.1717
helmet-0342,helmet,0.8914,accept,train,0.0317
helmet-0343,helmet,0.8932,accept,val,0.1133
helmet-0344,helmet,0.8949,accept,test,0.1950
helmet-0345,helmet,0.8966,accept,train,0.0550
helmet-0346,helmet,0.8983,accept,val,0.1367
helmet-0347,helmet,0.9001,accept,test,0.2183
helmet-0348,helmet,0.9018,accept,train,0.0783
helmet-0349,helmet,0.9035,accept,val,0.1600
helmet-0350,helmet,0.9053,accept,test,0.0200
helmet-0351,helmet,0.9070,accept,train,0.1017
helmet-0352,helmet,0.9087,accept,val,0.1833
helmet-0353,helmet,0.9105,accept,test,0.0433
helmet-0354,helmet,0.9122,accept,train,0.1250
helmet-0355,helmet,0.9139,accept,val,0.2067
helmet-0356,helmet,0.9156,accept,test,0.0667
helmet-0357,helmet,0.9174,accept,train,0.1483
helmet-0358,helmet,0.9191,accept,val,0.2300
helmet-0359,helmet,0.9208,accept,test,0.0900
helmet-0360,helmet,0.9226,accept,train,0.1717
helmet-0361,helmet,0.9243,accept,val,0.0317
helmet-0362,helmet,0.9260,accept,test,0.1133
helmet-0363,helmet,0.9277,accept,train,0.1950
helmet-0364,helmet,0.9295,accept,val,0.0550
helmet-0365,helmet,0.9312,accept,test,0.1367
helmet-0366,helmet,0.9329,accept,train,0.2183
helmet-0367,helmet,0.9347,accept,val,0.0783
helmet-0368,helmet,0.9364,accept,test,0.1600
helmet-0369,helmet,0.9381,accept,train,0.0200
helmet-0370,helmet,0.9398,accept,val,0.1017
helmet-0371,helmet,0.9416,accept,test,0.1833
helmet-0372,helmet,0.9433,accept,train,0.0433
helmet-0373,helmet,0.9450,accept,val,0.1250
helmet-0374,helmet,0.9468,accept,test,0.2067
helmet-0375,helmet,0.9485,accept,train,0.0667
helmet-0376,helmet,0.9502,accept,val,0.1483
helmet-0377,helmet,0.9520,accept,test,0.2300
helmet-0378,helmet,0.9537,accept,train,0.0900
helmet-0379,helmet,0.9554,accept,val,0.1717
helmet-0380,helmet,0.9571,accept,test,0.0317
helmet-0381,helmet,0.9589,accept,train,0.1133
helmet-0382,helmet,0.9606,accept,val,0.1950
helmet-0383,helmet,0.9623,accept,test,0.0550
helmet-0384,helmet,0.9641,accept,train,0.1367
helmet-0385,helmet,0.9658,accept,val,0.2183
helmet-0386,helmet,0.9675,accept,test,0.0783
helmet-0387,helmet,0.9692,accept,train,0.1600
helmet-0388,helmet,0.9710,accept,val,0.0200
helmet-0389,helmet,0.9727,accept,test,0.1017
helmet-0390,helmet,0.9744,accept,train,0.1833
helmet-0391,helmet,0.9762,accept,val,0.0433
helmet-0392,helmet,0.9779,accept,test,0.1250
helmet-0393,helmet,0.9796,accept,train,0.2067
helmet-0394,helmet,0.9814,accept,val,0.0667
helmet-0395,helmet,0.9831,accept,test,0.1483
helmet-0396,helmet,0.9848,accept,train,0.2300
helmet-0397,helmet,0.9865,accept,val,0.0900
helmet-0398,helmet,0.9883,accept,test,0.1717
helmet-0399,helmet,0.9900,accept,train,0.0317
vest-0000,vest,0.3000,reject,train,0.0433
vest-0001,vest,0.3017,reject,val,0.1250
vest-0002,vest,0.3035,reject,test,0.2067
vest-0003,vest,0.3052,reject,train,0.0667
vest-0004,vest,0.3069,accept,val,0.1483
vest-0005,vest,0.3086,reject,test,0.2300
vest-0006,vest,0.3104,reject,train,0.0900
vest-0007,vest,0.3121,reject,val,0.1717
vest-0008,vest,0.3138,reject,test,0.0317
vest-0009,vest,0.3156,reject,train,0.1133
vest-0010,vest,0.3173,reject,val,0.1950
vest-0011,vest,0.3190,reject,test,0.0550
vest-0012,vest,0.3208,accept,train,0.1367
vest-0013,vest,0.3225,reject,val,0.2183
vest-0014,vest,0.3242,reject,test,0.0783
vest-0015,vest,0.3259,reject,train,0.1600
vest-0016,vest,0.3277,reject,val,0.0200
vest-0017,vest,0.3294,reject,test,0.1017
vest-0018,vest,0.3311,reject,train,0.1833
vest-0019,vest,0.3329,reject,val,0.0433
vest-0020,vest,0.3346,accept,test,0.1250
vest-0021,vest,0.3363,reject,train,0.2067
vest-0022,vest,0.3380,reject,val,0.0667
vest-0023,vest,0.3398,reject,test,0.1483
vest-0024,vest,0.3415,reject,train,0.2300
vest-0025,vest,0.3432,reject,val,0.0900
vest-0026,vest,0.3450,reject,test,0.1717
vest-0027,vest,0.3467,reject,train,0.0317
vest-0028,vest,0.3484,accept,val,0.1133
vest-0029,vest,0.3502,reject,test,0.1950
vest-0030,vest,0.3519,reject,train,0.0550
vest-0031,vest,0.3536,reject,val,0.1367
vest-0032,vest,0.3553,reject,test,0.2183
vest-0033,vest,0.3571,reject,train,0.0783
vest-0034,vest,0.3588,reject,val,0.1600
vest-0035,vest,0.3605,reject,test,0.0200
vest-0036,vest,0.3623,accept,train,0.1017
vest-0037,vest,0.3640,reject,val,0.1833
vest-0038,vest,0.3657,reject,test,0.0433
vest-0039,vest,0.3674,reject,train,0.1250
vest-0040,vest,0.3692,reject,val,0.2067
vest-0041,vest,0.3709,reject,test,0.0667
vest-0042,vest,0.3726,reject,train,0.1483
vest-0043,vest,0.3744,reject,val,0.2300
vest-0044,vest,0.3761,accept,test,0.0900
vest-0045,vest,0.3778,reject,train,0.1717
vest-0046,vest,0.3795,reject,val,0.0317
vest-0047,vest,0.3813,reject,test,0.1133
vest-0048,vest,0.3830,reject,train,0.1950
vest-0049,vest,0.3847,reject,val,0.0550
vest-0050,vest,0.3865,reject,test,0.1367
vest-0051,vest,0.3882,reject,train,0.2183
vest-0052,vest,0.3899,accept,val,0.0783
vest-0053,vest,0.3917,reject,test,0.1600
vest-0054,vest,0.3934,reject,train,0.0200
vest-0055,vest,0.3951,reject,val,0.1017
vest-0056,vest,0.3968,reject,test,0.1833
vest-0057,vest,0.3986,reject,train,0.0433
vest-0058,vest,0.4003,reject,val,0.1250
vest-0059,vest,0.4020,reject,test,0.2067
vest-0060,vest,0.4038,accept,train,0.0667
vest-0061,vest,0.4055,reject,val,0.1483
vest-0062,vest,0.4072,reject,test,0.2300
vest-0063,vest,0.4089,reject,train,0.0900
vest-0064,vest,0.4107,reject,val,0.1717
vest-0065,vest,0.4124,reject,test,0.0317
vest-0066,vest,0.4141,reject,train,0.1133
vest-0067,vest,0.4159,reject,val,0.1950
vest-0068,vest,0.4176,accept,test,0.0550
vest-0069,vest,0.4193,reject,train,0.1367
vest-0070,vest,0.4211,reject,val,0.2183
vest-0071,vest,0.4228,reject,test,0.0783
vest-0072,vest,0.4245,reject,train,0.1600
vest-0073,vest,0.4262,reject,val,0.0200
vest-0074,vest,0.4280,reject,test,0.1017
vest-0075,vest,0.4297,reject,train,0.1833
vest-0076,vest,0.4314,accept,val,0.0433
vest-0077,vest,0.4332,reject,test,0.1250
vest-0078,vest,0.4349,reject,train,0.2067
vest-0079,vest,0.4366,reject,val,0.0667
vest-0080,vest,0.4383,reject,test,0.1483
vest-0081,vest,0.4401,reject,train,0.2300
vest-0082,vest,0.4418,reject,val,0.0900
vest-0083,vest,0.4435,reject,test,0.1717
vest-0084,vest,0.4453,accept,train,0.0317
vest-0085,vest,0.4470,reject,val,0.1133
vest-0086,vest,0.4487,reject,test,0.1950
vest-0087,vest,0.4505,reject,train,0.0550
vest-0088,vest,0.4522,reject,val,0.1367
vest-0089,vest,0.4539,reject,test,0.2183
vest-0090,vest,0.4556,reject,train,0.0783
vest-0091,vest,0.4574,reject,val,0.1600
vest-0092,vest,0.4591,accept,test,0.0200
vest-0093,vest,0.4608,reject,train,0.1017
vest-0094,vest,0.4626,reject,val,0.1833
vest-0095,vest,0.4643,reject,test,0.0433
vest-0096,vest,0.4660,reject,train,0.1250
vest-0097,vest,0.4677,reject,val,0.2067
vest-0098,vest,0.4695,reject,test,0.0667
vest-0099,vest,0.4712,reject,train,0.1483
vest-0100,vest,0.4729,accept,val,0.2300
vest-0101,vest,0.4747,reject,test,0.0900
vest-0102,vest,0.4764,reject,train,0.1717
vest-0103,vest,0.4781,reject,val,0.0317
vest-0104,vest,0.4798,reject,test,0.1133
vest-0105,vest,0.4816,reject,train,0.1950
vest-0106,vest,0.4833,reject,val,0.0550
vest-0107,vest,0.4850,reject,test,0.1367
vest-0108,vest,0.4868,accept,train,0.2183
vest-0109,vest,0.4885,reject,val,0.0783
vest-0110,vest,0.4902,reject,test,0.1600
vest-0111,vest,0.4920,reject,train,0.0200
vest-0112,vest,0.4937,reject,val,0.1017
vest-0113,vest,0.4954,reject,test,0.1833
vest-0114,vest,0.4971,reject,train,0.0433
vest-0115,vest,0.4989,reject,val,0.1250
vest-0116,vest,0.5006,accept,test,0.2067
vest-0117,vest,0.5023,reject,train,0.0667
vest-0118,vest,0.5041,reject,val,0.1483
vest-0119,vest,0.5058,reject,test,0.2300
vest-0120,vest,0.5075,reject,train,0.0900
vest-0121,vest,0.5092,reject,val,0.1717
vest-0122,vest,0.5110,reject,test,0.0317
vest-0123,vest,0.5127,reject,train,0.1133
vest-0124,vest,0.5144,accept,val,0.1950
vest-0125,vest,0.5162,reject,test,0.0550
vest-0126,vest,0.5179,reject,train,0.1367
vest-0127,vest,0.5196,reject,val,0.2183
vest-0128,vest,0.5214,reject,test,0.0783
vest-0129,vest,0.5231,reject,train,0.1600
vest-0130,vest,0.5248,reject,val,0.0200
vest-0131,vest,0.5265,reject,test,0.1017
vest-0132,vest,0.5283,accept,train,0.1833
vest-0133,vest,0.5300,reject,val,0.0433
vest-0134,vest,0.5317,reject,test,0.1250
vest-0135,vest,0.5335,reject,train,0.2067
vest-0136,vest,0.5352,reject,val,0.0667
vest-0137,vest,0.5369,reject,test,0.1483
vest-0138,vest,0.5386,reject,train,0.2300
vest-0139,vest,0.5404,reject,val,0.0900
vest-0140,vest,0.5421,accept,test,0.1717
vest-0141,vest,0.5438,reject,train,0.0317
vest-0142,vest,0.5456,reject,val,0.1133
vest-0143,vest,0.5473,reject,test,0.1950
vest-0144,vest,0.5490,reject,train,0.0550
vest-0145,vest,0.5508,accept,val,0.1367
vest-0146,vest,0.5525,reject,test,0.2183
vest-0147,vest,0.5542,accept,train,0.0783
vest-0148,vest,0.5559,accept,val,0.1600
vest-0149,vest,0.5577,accept,test,0.0200
vest-0150,vest,0.5594,reject,train,0.1017
vest-0151,vest,0.5611,accept,val,0.1833
vest-0152,vest,0.5629,accept,test,0.0433
vest-0153,vest,0.5646,accept,train,0.1250
vest-0154,vest,0.5663,reject,val,0.2067
vest-0155,vest,0.5680,accept,test,0.0667
vest-0156,vest,0.5698,accept,train,0.1483
vest-0157,vest,0.5715,accept,val,0.2300
vest-0158,vest,0.5732,reject,test,0.0900
vest-0159,vest,0.5750,accept,train,0.1717
vest-0160,vest,0.5767,accept,val,0.0317
vest-0161,vest,0.5784,accept,test,0.1133
vest-0162,vest,0.5802,reject,train,0.1950
vest-0163,vest,0.5819,accept,val,0.0550
vest-0164,vest,0.5836,accept,test,0.1367
vest-0165,vest,0.5853,accept,train,0.2183
vest-0166,vest,0.5871,reject,val,0.0783
vest-0167,vest,0.5888,accept,test,0.1600
vest-0168,vest,0.5905,accept,train,0.0200
vest-0169,vest,0.5923,accept,val,0.1017
vest-0170,vest,0.5940,reject,test,0.1833
vest-0171,vest,0.5957,accept,train,0.0433
vest-0172,vest,0.5974,accept,val,0.1250
vest-0173,vest,0.5992,accept,test,0.2067
vest-0174,vest,0.6009,reject,train,0.0667
vest-0175,vest,0.6026,accept,val,0.1483
vest-0176,vest,0.6044,accept,test,0.2300
vest-0177,vest,0.6061,accept,train,0.0900
vest-0178,vest,0.6078,reject,val,0.1717
vest-0179,vest,0.6095,accept,test,0.0317
vest-0180,vest,0.6113,accept,train,0.1133
vest-0181,vest,0.6130,accept,val,0.1950
vest-0182,vest,0.6147,reject,test,0.0550
vest-0183,vest,0.6165,accept,train,0.1367
vest-0184,vest,0.6182,accept,val,0.2183
vest-0185,vest,0.6199,accept,test,0.0783
vest-0186,vest,0.6217,reject,train,0.1600
vest-0187,vest,0.6234,accept,val,0.0200
vest-0188,vest,0.6251,accept,test,0.1017
vest-0189,vest,0.6268,accept,train,0.1833
vest-0190,vest,0.6286,reject,val,0.0433
vest-0191,vest,0.6303,accept,test,0.1250
vest-0192,vest,0.6320,accept,train,0.2067
vest-0193,vest,0.6338,accept,val,0.0667
vest-0194,vest,0.6355,reject,test,0.1483
vest-0195,vest,0.6372,accept,train,0.2300
vest-0196,vest,0.6389,accept,val,0.0900
vest-0197,vest,0.6407,accept,test,0.1717
vest-0198,vest,0.6424,reject,train,0.0317
vest-0199,vest,0.6441,accept,val,0.1133
vest-0200,vest,0.6459,accept,test,0.1950
vest-0201,vest,0.6476,accept,train,0.0550
vest-0202,vest,0.6493,reject,val,0.1367
vest-0203,vest,0.6511,accept,test,0.2183
vest-0204,vest,0.6528,accept,train,0.0783
vest-0205,vest,0.6545,accept,val,0.1600
vest-0206,vest,0.6562,reject,test,0.0200
vest-0207,vest,0.6580,accept,train,0.1017
vest-0208,vest,0.6597,accept,val,0.1833
vest-0209,vest,0.6614,accept,test,0.0433
vest-0210,vest,0.6632,reject,train,0.1250
vest-0211,vest,0.6649,accept,val,0.2067
vest-0212,vest,0.6666,accept,test,0.0667
vest-0213,vest,0.6683,accept,train,0.1483
vest-0214,vest,0.6701,reject,val,0.2300
vest-0215,vest,0.6718,accept,test,0.0900
vest-0216,vest,0.6735,accept,train,0.1717
vest-0217,vest,0.6753,accept,val,0.0317
vest-0218,vest,0.6770,reject,test,0.1133
vest-0219,vest,0.6787,accept,train,0.1950
vest-0220,vest,0.6805,accept,val,0.0550
vest-0221,vest,0.6822,accept,test,0.1367
vest-0222,vest,0.6839,reject,train,0.2183
vest-0223,vest,0.6856,accept,val,0.0783
vest-0224,vest,0.6874,accept,test,0.1600
vest-0225,vest,0.6891,accept,train,0.0200
vest-0226,vest,0.6908,reject,val,0.1017
vest-0227,vest,0.6926,accept,test,0.1833
vest-0228,vest,0.6943,accept,train,0.0433
vest-0229,vest,0.6960,accept,val,0.1250
vest-0230,vest,0.6977,reject,test,0.2067
vest-0231,vest,0.6995,accept,train,0.0667
vest-0232,vest,0.7012,accept,val,0.1483
vest-0233,vest,0.7029,accept,test,0.2300
vest-0234,vest,0.7047,reject,train,0.0900
vest-0235,vest,0.7064,accept,val,0.1717
vest-0236,vest,0.7081,accept,test,0.0317
vest-0237,vest,0.7098,accept,train,0.1133
vest-0238,vest,0.7116,reject,val,0.1950
vest-0239,vest,0.7133,accept,test,0.0550
vest-0240,vest,0.7150,accept,train,0.1367
vest-0241,vest,0.7168,accept,val,0.2183
vest-0242,vest,0.7185,reject,test,0.0783
vest-0243,vest,0.7202,accept,train,0.1600
vest-0244,vest,0.7220,accept,val,0.0200
vest-0245,vest,0.7237,accept,test,0.1017
vest-0246,vest,0.7254,reject,train,0.1833
vest-0247,vest,0.7271,accept,val,0.0433
vest-0248,vest,0.7289,accept,test,0.1250
vest-0249,vest,0.7306,accept,train,0.2067
vest-0250,vest,0.7323,reject,val,0.0667
vest-0251,vest,0.7341,accept,test,0.1483
vest-0252,vest,0.7358,accept,train,0.2300
vest-0253,vest,0.7375,accept,val,0.0900
vest-0254,vest,0.7392,reject,test,0.1717
vest-0255,vest,0.7410,accept,train,0.0317
vest-0256,vest,0.7427,accept,val,0.1133
vest-0257,vest,0.7444,accept,test,0.1950
vest-0258,vest,0.7462,reject,train,0.0550
vest-0259,vest,0.7479,accept,val,0.1367
vest-0260,vest,0.7496,accept,test,0.2183
vest-0261,vest,0.7514,accept,train,0.0783
vest-0262,vest,0.7531,reject,val,0.1600
vest-0263,vest,0.7548,accept,test,0.0200
vest-0264,vest,0.7565,accept,train,0.1017
vest-0265,vest,0.7583,accept,val,0.1833
vest-0266,vest,0.7600,reject,test,0.0433
vest-0267,vest,0.7617,accept,train,0.1250
vest-0268,vest,0.7635,accept,val,0.2067
vest-0269,vest,0.7652,accept,test,0.0667
vest-0270,vest,0.7669,reject,train,0.1483
vest-0271,vest,0.7686,accept,val,0.2300
vest-0272,vest,0.7704,accept,test,0.0900
vest-0273,vest,0.7721,accept,train,0.1717
vest-0274,vest,0.7738,reject,val,0.0317
vest-0275,vest,0.7756,accept,test,0.1133
vest-0276,vest,0.7773,accept,train,0.1950
vest-0277,vest,0.7790,accept,val,0.0550
vest-0278,vest,0.7808,reject,test,0.1367
vest-0279,vest,0.7825,accept,train,0.2183
vest-0280,vest,0.7842,accept,val,0.0783
vest-0281,vest,0.7859,accept,test,0.1600
vest-0282,vest,0.7877,reject,train,0.0200
vest-0283,vest,0.7894,accept,val,0.1017
vest-0284,vest,0.7911,accept,test,0.1833
vest-0285,vest,0.7929,accept,train,0.0433
vest-0286,vest,0.7946,reject,val,0.1250
vest-0287,vest,0.7963,accept,test,0.2067
vest-0288,vest,0.7980,accept,train,0.0667
vest-0289,vest,0.7998,accept,val,0.1483
vest-0290,vest,0.8015,reject,test,0.2300
vest-0291,vest,0.8032,accept,train,0.0900
vest-0292,vest,0.8050,accept,val,0.1717
vest-0293,vest,0.8067,accept,test,0.0317
vest-0294,vest,0.8084,reject,train,0.1133
vest-0295,vest,0.8102,accept,val,0.1950
vest-0296,vest,0.8119,accept,test,0.0550
vest-0297,vest,0.8136,accept,train,0.1367
vest-0298,vest,0.8153,reject,val,0.2183
vest-0299,vest,0.8171,accept,test,0.0783
vest-0300,vest,0.8188,accept,train,0.1600
vest-0301,vest,0.8205,accept,val,0.0200
vest-0302,vest,0.8223,accept,test,0.1017
vest-0303,vest,0.8240,accept,train,0.1833
vest-0304,vest,0.8257,accept,val,0.0433
vest-0305,vest,0.8274,accept,test,0.1250
vest-0306,vest,0.8292,accept,train,0.2067
vest-0307,vest,0.8309,accept,val,0.0667
vest-0308,vest,0.8326,accept,test,0.1483
vest-0309,vest,0.8344,accept,train,0.2300
vest-0310,vest,0.8361,accept,val,0.0900
vest-0311,vest,0.8378,accept,test,0.1717
vest-0312,vest,0.8395,accept,train,0.0317
vest-0313,vest,0.8413,accept,val,0.1133
vest-0314,vest,0.8430,accept,test,0.1950
vest-0315,vest,0.8447,accept,train,0.0550
vest-0316,vest,0.8465,accept,val,0.1367
vest-0317,vest,0.8482,accept,test,0.2183
vest-0318,vest,0.8499,accept,train,0.0783
vest-0319,vest,0.8517,accept,val,0.1600
vest-0320,vest,0.8534,accept,test,0.0200
vest-0321,vest,0.8551,accept,train,0.1017
vest-0322,vest,0.8568,accept,val,0.1833
vest-0323,vest,0.8586,accept,test,0.0433
vest-0324,vest,0.8603,accept,train,0.1250
vest-0325,vest,0.8620,accept,val,0.2067
vest-0326,vest,0.8638,accept,test,0.0667
vest-0327,vest,0.8655,accept,train,0.1483
vest-0328,vest,0.8672,accept,val,0.2300
vest-0329,vest,0.8689,accept,test,0.0900
vest-0330,vest,0.8707,accept,train,0.1717
vest-0331,vest,0.8724,accept,val,0.0317
vest-0332,vest,0.8741,accept,test,0.1133
vest-0333,vest,0.8759,accept,train,0.1950
vest-0334,vest,0.8776,accept,val,0.0550
vest-0335,vest,0.8793,accept,test,0.1367
vest-0336,vest,0.8811,accept,train,0.2183
vest-0337,vest,0.8828,accept,val,0.0783
vest-0338,vest,0.8845,accept,test,0.1600
vest-0339,vest,0.8862,accept,train,0.0200
vest-0340,vest,0.8880,accept,val,0.1017
vest-0341,vest,0.8897,accept,test,0.1833
vest-0342,vest,0.8914,accept,train,0.0433
vest-0343,vest,0.8932,accept,val,0.1250
vest-0344,vest,0.8949,accept,test,0.2067
vest-0345,vest,0.8966,accept,train,0.0667
vest-0346,vest,0.8983,accept,val,0.1483
vest-0347,vest,0.9001,accept,test,0.2300
vest-0348,vest,0.9018,accept,train,0.0900
vest-0349,vest,0.9035,accept,val,0.1717
vest-0350,vest,0.9053,accept,test,0.0317
vest-0351,vest,0.9070,accept,train,0.1133
vest-0352,vest,0.9087,accept,val,0.1950
vest-0353,vest,0.9105,accept,test,0.0550
vest-0354,vest,0.9122,accept,train,0.1367
vest-0355,vest,0.9139,accept,val,0.2183
vest-0356,vest,0.9156,accept,test,0.0783
vest-0357,vest,0.9174,accept,train,0.1600
vest-0358,vest,0.9191,accept,val,0.0200
vest-0359,vest,0.9208,accept,test,0.1017
vest-0360,vest,0.9226,accept,train,0.1833
vest-0361,vest,0.9243,accept,val,0.0433
