class_name,threshold,selected,true_positive,false_positive,precision,recall
tractor,0.7879,30,30,0,1.0,0.42857142857142855
tractor,0.7948,29,29,0,1.0,0.4142857142857143
tractor,0.8018,28,28,0,1.0,0.4
tractor,0.8088,27,27,0,1.0,0.38571428571428573
tractor,0.8158,26,26,0,1.0,0.37142857142857144
tractor,0.8227,25,25,0,1.0,0.35714285714285715
tractor,0.8297,24,24,0,1.0,0.34285714285714286
tractor,0.8367,23,23,0,1.0,0.32857142857142857
tractor,0.8436,22,22,0,1.0,0.3142857142857143
tractor,0.8506,21,21,0,1.0,0.3
tractor,0.8576,20,20,0,1.0,0.2857142857142857
tractor,0.8645,19,19,0,1.0,0.2714285714285714
tractor,0.8715,18,18,0,1.0,0.2571428571428571
tractor,0.8785,17,17,0,1.0,0.24285714285714285
tractor,0.8855,16,16,0,1.0,0.22857142857142856
tractor,0.8924,15,15,0,1.0,0.21428571428571427
tractor,0.8994,14,14,0,1.0,0.2
tractor,0.9064,13,13,0,1.0,0.18571428571428572
tractor,0.9133,12,12,0,1.0,0.17142857142857143
tractor,0.9203,11,11,0,1.0,0.15714285714285714
tractor,0.9273,10,10,0,1.0,0.14285714285714285
tractor,0.9342,9,9,0,1.0,0.12857142857142856
tractor,0.9412,8,8,0,1.0,0.11428571428571428
tractor,0.9482,7,7,0,1.0,0.1
tractor,0.9552,6,6,0,1.0,0.08571428571428572
tractor,0.9621,5,5,0,1.0,0.07142857142857142
tractor,0.9691,4,4,0,1.0,0.05714285714285714
tractor,0.9761,3,3,0,1.0,0.04285714285714286
tractor,0.983,2,2,0,1.0,0.02857142857142857
tractor,0.99,1,1,0,1.0,0.014285714285714285
vest,0.3,100,58,42,0.58,1.0
vest,0.307,99,58,41,0.5858585858585859,1.0
vest,0.3139,98,58,40,0.5918367346938775,1.0
vest,0.3209,97,58,39,0.5979381443298969,1.0
vest,0.3279,96,58,38,0.6041666666666666,1.0
vest,0.3348,95,57,38,0.6,0.9827586206896551
vest,0.3418,94,57,37,0.6063829787234043,0.9827586206896551
vest,0.3488,93,57,36,0.6129032258064516,0.9827586206896551
vest,0.3558,92,57,35,0.6195652173913043,0.9827586206896551
vest,0.3627,91,57,34,0.6263736263736264,0.9827586206896551
vest,0.3697,90,57,33,0.6333333333333333,0.9827586206896551
vest,0.3767,89,57,32,0.6404494382022472,0.9827586206896551
vest,0.3836,88,57,31,0.6477272727272727,0.9827586206896551
vest,0.3906,87,56,31,0.6436781609195402,0.9655172413793104
vest,0.3976,86,56,30,0.6511627906976745,0.9655172413793104
vest,0.4045,85,56,29,0.6588235294117647,0.9655172413793104
vest,0.4115,84,56,28,0.6666666666666666,0.9655172413793104
vest,0.4185,83,56,27,0.6746987951807228,0.9655172413793104
vest,0.4255,82,56,26,0.6829268292682927,0.9655172413793104
vest,0.4324,81,56,25,0.691358024691358,0.9655172413793104
vest,0.4394,80,56,24,0.7,0.9655172413793104
vest,0.4464,79,55,24,0.6962025316455697,0.9482758620689655
vest,0.4533,78,55,23,0.7051282051282052,0.9482758620689655
vest,0.4603,77,55,22,0.7142857142857143,0.9482758620689655
vest,0.4673,76,55,21,0.7236842105263158,0.9482758620689655
vest,0.4742,75,55,20,0.7333333333333333,0.9482758620689655
vest,0.4812,74,55,19,0.7432432432432432,0.9482758620689655
vest,0.4882,73,55,18,0.7534246575342466,0.9482758620689655
vest,0.4952,72,55,17,0.7638888888888888,0.9482758620689655
vest,0.5021,71,54,17,0.7605633802816901,0.9310344827586207
vest,0.5091,70,54,16,0.7714285714285715,0.9310344827586207
vest,0.5161,69,54,15,0.782608695652174,0.9310344827586207
vest,0.523,68,54,14,0.7941176470588235,0.9310344827586207
vest,0.53,67,54,13,0.8059701492537313,0.9310344827586207
vest,0.537,66,54,12,0.8181818181818182,0.9310344827586207
vest,0.5439,65,54,11,0.8307692307692308,0.9310344827586207
vest,0.5509,64,54,10,0.84375,0.9310344827586207
vest,0.5579,63,53,10,0.8412698412698413,0.9137931034482759
vest,0.5648,62,52,10,0.8387096774193549,0.896551724137931
vest,0.5718,61,52,9,0.8524590163934426,0.896551724137931
vest,0.5788,60,51,9,0.85,0.8793103448275862
vest,0.5858,59,50,9,0.847457627118644,0.8620689655172413
vest,0.5927,58,49,9,0.8448275862068966,0.8448275862068966
vest,0.5997,57,49,8,0.8596491228070176,0.8448275862068966
vest,0.6067,56,48,8,0.8571428571428571,0.8275862068965517
vest,0.6136,55,47,8,0.8545454545454545,0.8103448275862069
vest,0.6206,54,46,8,0.8518518518518519,0.7931034482758621
vest,0.6276,53,46,7,0.8679245283018868,0.7931034482758621
vest,0.6345,52,45,7,0.8653846153846154,0.7758620689655172
vest,0.6415,51,44,7,0.8627450980392157,0.7586206896551724
vest,0.6485,50,43,7,0.86,0.7413793103448276
vest,0.6555,49,43,6,0.8775510204081632,0.7413793103448276
vest,0.6624,48,42,6,0.875,0.7241379310344828
vest,0.6694,47,41,6,0.8723404255319149,0.7068965517241379
vest,0.6764,46,40,6,0.8695652173913043,0.6896551724137931
vest,0.6833,45,40,5,0.8888888888888888,0.6896551724137931
vest,0.6903,44,39,5,0.8863636363636364,0.6724137931034483
vest,0.6973,43,38,5,0.8837209302325582,0.6551724137931034
vest,0.7042,42,37,5,0.8809523809523809,0.6379310344827587
vest,0.7112,41,37,4,0.9024390243902439,0.6379310344827587
vest,0.7182,40,36,4,0.9,0.6206896551724138
vest,0.7252,39,35,4,0.8974358974358975,0.603448275862069
vest,0.7321,38,34,4,0.8947368421052632,0.5862068965517241
vest,0.7391,37,34,3,0.918918918918919,0.5862068965517241
vest,0.7461,36,33,3,0.9166666666666666,0.5689655172413793
vest,0.753,35,32,3,0.9142857142857143,0.5517241379310345
vest,0.76,34,31,3,0.9117647058823529,0.5344827586206896
vest,0.767,33,31,2,0.9393939393939394,0.5344827586206896
vest,0.7739,32,30,2,0.9375,0.5172413793103449
vest,0.7809,31,29,2,0.9354838709677419,0.5
vest,0.7879,30,28,2,0.9333333333333333,0.4827586206896552
vest,0.7948,29,28,1,0.9655172413793104,0.4827586206896552
vest,0.8018,28,27,1,0.9642857142857143,0.46551724137931033
vest,0.8088,27,26,1,0.9629629629629629,0.4482758620689655
vest,0.8158,26,25,1,0.9615384615384616,0.43103448275862066
vest,0.8227,25,25,0,1.0,0.43103448275862066
vest,0.8297,24,24,0,1.0,0.41379310344827586
vest,0.8367,23,23,0,1.0,0.39655172413793105
vest,0.8436,22,22,0,1.0,0.3793103448275862
vest,0.8506,21,21,0,1.0,0.3620689655172414
vest,0.8576,20,20,0,1.0,0.3448275862068966
vest,0.8645,19,19,0,1.0,0.3275862068965517
vest,0.8715,18,18,0,1.0,0.3103448275862069
vest,0.8785,17,17,0,1.0,0.29310344827586204
vest,0.8855,16,16,0,1.0,0.27586206896551724
vest,0.8924,15,15,0,1.0,0.25862068965517243
vest,0.8994,14,14,0,1.0,0.2413793103448276
vest,0.9064,13,13,0,1.0,0.22413793103448276
vest,0.9133,12,12,0,1.0,0.20689655172413793
vest,0.9203,11,11,0,1.0,0.1896551724137931
vest,0.9273,10,10,0,1.0,0.1724137931034483
vest,0.9342,9,9,0,1.0,0.15517241379310345
vest,0.9412,8,8,0,1.0,0.13793103448275862
vest,0.9482,7,7,0,1.0,0.1206896551724138
vest,0.9552,6,6,0,1.0,0.10344827586206896
vest,0.9621,5,5,0,1.0,0.08620689655172414
vest,0.9691,4,4,0,1.0,0.06896551724137931
vest,0.9761,3,3,0,1.0,0.05172413793103448
vest,0.983,2,2,0,1.0,0.034482758620689655
vest,0.99,1,1,0,1.0,0.017241379310344827
